Smiles
[H]c1nc([H])c(-c2c([H])nc([H])c(-c3c([H])c([H])c([H])c4nc([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])n(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c(=O)n([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c([H])c4nc([H])c([H])c([H])c34)c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c([H])nc([H])c(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c3[H])c(=O)n([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c([H])nnc(-c3c([H])c([H])c([H])c4nc([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])nc([H])c(-c3c([H])sc4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c([H])c4nc([H])c([H])c([H])c34)c(=O)c([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c([H])c(OC(F)(F)F)c3[H])c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2nn(-c3c([H])sc4c([H])c([H])c([H])c([H])c34)c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c3[H])c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(C2=NN(c3c([H])c([H])c([H])c4nc([H])c([H])c([H])c34)C(=O)C([H])([H])C2([H])[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])nc([H])c(-c3c([H])c([H])c([H])c4c3c([H])c([H])n4[H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c4c(c([H])nn4[H])c3[H])c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c(=O)n([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(-c3c([H])sc4c([H])c([H])c([H])c([H])c34)c(=O)n([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])nnc(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])nc(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(-c3c([H])c([H])c([H])c4nc([H])c([H])c([H])c34)c(=O)n([H])c2[H])c([H])c1[H]
[H]c1nc([H])c([C@]2([H])C([H])([H])N([H])C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-n2nc(-c3c([H])c([H])c([H])c4c3c([H])c([H])n4[H])c(=O)c([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(N2[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])C3([H])[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c3[H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c3[H])c(=O)c([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])nnc(-c3c([H])sc4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])nc([H])c4c([H])c([H])c([H])c([H])c24)C3([H])[H])c([H])c1[H]
[H]c1nc([H])c(C2=NN(c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)C(=O)C([H])([H])C2([H])[H])c([H])c1[H]
[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c4c(c([H])nn4[H])c3[H])c([H])c([H])c2=O)c([H])c1[H]
