Smiles
[H]c1nc([H])c(-n2nc(-c3c([H])c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c3[H])c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])c([H])c([H])c(OC(F)(F)F)c3[H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(-c3c([H])c([H])c([H])c4c3c([H])c([H])n4[H])c(=O)n([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])sc4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])nc34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])nc([H])c(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-n2nc(-c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c3[H])c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(-c3c([H])c([H])c([H])c(OC(F)(F)F)c3[H])c(=O)n([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])nc([H])c(-c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c3[H])c(=O)n([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c4c(c([H])nn4[H])c3[H])c(=O)n([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c(=O)n([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])c([H])c([H])c4c3c([H])c([H])n4[H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])nnc(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c3[H])c(=O)n([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])c([H])c([H])c4nc([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c4c([H])c([H])n([H])c4c3[H])c(=O)n([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(C2=NN(c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)C(=O)C([H])([H])C2([H])[H])c([H])c1[H]
[H]c1nc([H])c(C2=NN(c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)C(=O)C([H])([H])C2([H])[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(-c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c(=O)n([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])c([H])c4c(c([H])nn4[H])c3[H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-n2nc(-c3c([H])c([H])c([H])c(OC(F)(F)F)c3[H])c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(N2N=C(C([H])([H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2sc4c([H])c([H])c([H])c([H])c4c2[H])C3([H])[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(-c3c([H])sc4c([H])c([H])c([H])c([H])c34)c([H])n([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(N2[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])C3([H])[H])c([H])c1[H]
[H]c1nc([H])c(-n2nc(-c3c([H])c([H])c([H])c4c3c([H])c([H])n4[H])c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c24)C3([H])[H])c([H])c1[H]
[H]c1nc([H])c(N2[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])c2c([H])nc([H])c([H])c2[H])C3([H])[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(-c3c([H])c([H])c([H])c4nc([H])c([H])c([H])c34)c([H])n([H])c2=O)c([H])c1[H]
[H]Oc1c([H])c([H])c(-n2c([H])c(-c3c([H])nc([H])c([H])c3[H])c(=O)n([H])c2=O)c([H])c1O[H]
[H]OC([H])([H])c1c([H])c([H])c([H])c(-n2c([H])c(-c3c([H])nc([H])c([H])c3[H])c([H])c([H])c2=O)c1[H]
[H]c1nc([H])c(-n2c([H])c(-c3nc4c([H])c(C(=O)N([H])[H])c([H])c([H])c4n3[H])c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c3[H])c([H])c([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])c(=O)n([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(N([H])C(=O)C([H])([H])c2c([H])c([H])c([H])n2-c2c([H])nc([H])c([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])sc4c([H])c([H])c([H])c([H])c24)C3([H])[H])c([H])c1[H]
[H]c1nc([H])c(-c2nnc(C3(c4c([H])c([H])c5c(c4[H])OC([H])([H])O5)C([H])([H])C3([H])[H])s2)c([H])c1[H]
[H]c1nc([H])c(N2[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(N([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])C3([H])[H])c([H])c1[H]
[H]c1nc([H])c(-c2nc3n(c2C([H])([H])c2c([H])c([H])c(Cl)c(Cl)c2[H])C([H])([H])C([H])([H])S3)c([H])c1[H]
[H]c1nc([H])c(-c2nnc([H])c(-c3c([H])sc4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c([H])nc(-c3c([H])c([H])c([H])c4nc([H])c([H])c([H])c34)c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c(=O)n([H])c2=O)c([H])c1[H]
[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c(=O)c([H])c2[H])c([H])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c(C(=O)N([H])[H])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H]
[H]c1nc([H])c(-c2nn3c(c2-c2nc4c([H])c([H])c([H])c([H])c4n2[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H]
[H]c1nc([H])c(-c2nc3n(c2C2([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])S3)c([H])c1[H]
[H]OC([H])([H])c1c([H])c([H])c([H])c(C([H])=C2C(c3c([H])nc([H])c([H])c3[H])=NC([H])([H])C2([H])[H])c1[H]
[H]c1nc([H])c(-c2c(C([H])([H])c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])nn3c2C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H]
[H]Oc1c([H])c(O[H])c([H])c(C([H])=C2C(c3c([H])nc([H])c([H])c3[H])=NC([H])([H])C2([H])[H])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c(OC(F)(F)F)c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c2nc([H])c([H])c([H])c12
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c(F)c(F)c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c([N+](=O)[O-])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c1[H]
[H]c1nc([H])c(N2[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])c2c([H])c([H])nc([H])c2[H])C3([H])[H])c([H])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c2c1c([H])c([H])n2[H]
[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c4c([H])c([H])n([H])c4c3[H])c(=O)c([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2nn(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c(=O)c([H])c2[H])c([H])c1[H]
[H]c1nc([H])c(-c2c([H])c(=O)n(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c(=O)n2[H])c([H])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])nc([H])c2c([H])c([H])c([H])c([H])c12
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c(F)c([H])c(F)c1[H]
[H]c1nc([H])c(-c2c(C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])nn3c2C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c(C([H])([H])N([H])[H])c1[H]
[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12
[H]c1nc([H])c(-c2c(C([H])([H])c3c([H])c([H])c(Cl)c(Cl)c3[H])nn3c2C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H]
[H]Oc1c([H])c([H])c(C([H])=C2C(c3c([H])nc([H])c([H])c3[H])=NC([H])([H])C2([H])[H])c([H])c1O[H]
